trans_id,lang,translation
Inner Loop ⟲,ja,Inner Loop ⟲
Inner Loop ⟲,en,Inner Loop ⟲
Outer Loop ⟳,ja,Outer Loop ⟳
Outer Loop ⟳,en,Outer Loop ⟳
Outer Loop ⟳: Osaki,ja,Outer Loop ⟳: Osaki
Outer Loop ⟳: Osaki,en,Outer Loop ⟳: Osaki
Outer Loop ⟳: Shinagawa,ja,Outer Loop ⟳: Shinagawa
Outer Loop ⟳: Shinagawa,en,Outer Loop ⟳: Shinagawa
Waseda,ja,Waseda
Waseda,en,Waseda
Minowabashi,ja,Minowabashi
Minowabashi,en,Minowabashi
Oji-ekimae,ja,Oji-ekimae
Oji-ekimae,en,Oji-ekimae
Otsuka-ekimae,ja,Otsuka-ekimae
Otsuka-ekimae,en,Otsuka-ekimae
Machiya-ekimae,ja,Machiya-ekimae
Machiya-ekimae,en,Machiya-ekimae
Arakawa-shakomae,ja,Arakawa-shakomae
Arakawa-shakomae,en,Arakawa-shakomae
Ogikubo,ja,Ogikubo
Ogikubo,en,Ogikubo
Honancho,ja,Honancho
Honancho,en,Honancho
Nakano-fujimicho,ja,Nakano-fujimicho
Nakano-fujimicho,en,Nakano-fujimicho
Myogadani,ja,Myogadani
Myogadani,en,Myogadani
Nakano-sakaue,ja,Nakano-sakaue
Nakano-sakaue,en,Nakano-sakaue
